item_ord,content_hash,model,prompt_version,category_llm,confidence,rationale
2057,810fd9d379560c8d,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses the incorrect order of autovacuum processing, which affects the planner's decision-making and could lead to suboptimal or incorrect vacuuming behavior, thus falling under 'Wrong results & planner'."
2058,32093e95e5257549,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses a memory leak in parallel vacuum worker processes, which is a resource management issue that could lead to memory exhaustion and potential system instability, falling under crash and corruption category."
2062,7df9bf335065d772,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a potential double-free or infinite error recovery loop during transaction abort, which directly relates to preventing crashes or data corruption in the database system."
2068,b24b19ecd8a92363,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses potential data corruption from missed WAL logging of visibility map changes, which could lead to incorrect incremental backups and torn page writes, causing data integrity issues."
2069,8968a636d4565987,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a specific issue with the WAL summarizer process during a timeline switch, which is a core aspect of PostgreSQL's replication and recovery mechanisms."
2077,62f0caf26f152bae,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses an issue with event trigger cleanup on standby servers, which is directly related to replication and recovery processes in PostgreSQL."
2078,89e37f9afca6233d,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a race condition related to replication slots, which are a core part of PostgreSQL's replication and recovery mechanisms, specifically preventing incorrect unlock and log messages during slot management."
2093,cbc6ee6c600a0d55,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix prevents an infinite loop in pg_combinebackup when a source file is shorter than expected, which could lead to a crash or corruption if the loop were to occur."
2094,234af5d389298f13,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses the cleanup of replication objects (publication and replication slot) after a failure in pg_createsubscriber, which is directly related to replication management and recovery procedures."
2102,724a3c27a65925ff,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a double-free crash in pgcrypto, which is a direct issue of memory corruption leading to a crash."
2112,45254f1c26652c1b,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses an incorrect optimization in the query planner related to HAVING clauses with grouping sets, which would lead to wrong query results."
2113,f22bd366ef7c21fc,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a reliability issue in hash right semi joins caused by a race condition, which affects the correctness of query results and the planner's behavior."
2114,e05193d8c6be3051,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a potential division-by-zero error that could lead to incorrect path selection in the query planner, directly impacting query results and planner behavior."
2115,ed3414471da05ce9,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a planner error causing incorrect query results (no data returned) due to a missing capability check for index-only scans, fundamentally about query planning and result accuracy."
2117,319194886b4cb5d2,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses potential out-of-memory or invalid memory allocation issues during parallel GIN index build, which are fundamentally about preventing crashes or data corruption due to memory management problems."
2121,2b3473b8572beffa,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a rare crash during query processing, which directly relates to preventing crashes and potential data corruption in the database system."
2122,60c3af7729bd51e6,qwen3:30b-a3b,v2,Performance,0.95,"The fix addresses inefficiencies in memory usage during hash joins, which directly impacts query performance by optimizing resource allocation."
2123,2b606ce8a5ffbaaa,qwen3:30b-a3b,v2,Wrong results & planner,0.8,"The fix addresses privilege checks before locking relations in statistics functions, which affects data integrity and query planning by ensuring proper access control before modifying statistics, preventing incorrect results or planner behavior due to unauthorized access."
2125,26231d0dd2c6d6f8,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a crash occurring during EvalPlanQual rechecks on partitioned tables, which directly relates to preventing crashes in query execution."
2130,498e957dcc76c8aa,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a scenario where a column could be incorrectly set as an identity column despite having a not-null constraint marked as invalid, which could lead to inconsistent or incorrect behavior in the database schema, affecting query results and planner decisions."
2142,5f9a400f67e68610,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses a regression in shared catalog access during backend startup, affecting extensions but not core PostgreSQL, making it a functional adjustment rather than a security, crash, or performance issue."
2150,867fe185cddd373f,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses the consistent ordering of foreign key constraints in pg_dump, which is a functional improvement to the tool's behavior rather than a security issue, crash, performance problem, or other primary category."
2158,7957d2dfa5821582,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a crash in pg_stat_statements when handling SQL statements with multiple constants at the same location, directly preventing a crash condition."
2166,4e6afe9b4f3cd7ea,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a potential buffer overrun vulnerability caused by locale-specific string lowercasing behavior, which is a memory-safety issue rather than a mere crash or functional bug."
2167,41a037af498d552f,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses inconsistent behavior in case-insensitive matching for the ltree extension, which would lead to incorrect query results due to mismatched collation handling between index routines and operators."
2168,7b0eb2a3de6abb4b,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses a scenario where adding a named not-null constraint with a name that doesn't match an existing constraint would cause issues, ensuring correct constraint management and preventing potential logical errors in the database schema."
2171,a26f6538462c9732,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses incorrect results caused by improper pruning of rowmarks in the query planner, specifically when dealing with subqueries and EvalPlanQual rechecking."
2173,e1377e155d1d58e6,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses an issue with expression evaluation in a sub-select within an array subscript, which directly impacts query results and planner behavior, not security, crashes, or other categories."
2174,231c8fd7d23e2c9a,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a failure to detect a match at the end of a string during text substring search with non-deterministic collations, which directly impacts query results accuracy."
2176,421fc1b21e66ce9c,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a planner error related to set-returning functions and grouping sets, which directly impacts query planning and can lead to incorrect results or plan inefficiencies."
2177,1c11f0071a3acf93,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses incorrect query results caused by the planner's flawed optimization involving volatile functions in subquery grouping clauses, directly impacting result accuracy."
2178,4175b708f670a01b,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a planner issue where statistics were not being properly considered for PlaceHolderVar nodes, leading to potential incorrect query plans and estimates, which falls under 'Wrong results & planner' as it directly impacts the accuracy of query planning and execution."
2179,8265fe6a0d60c75e,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a regression in index usage due to changes in PlaceHolderVar handling, which affects query planning and results, not security, crashes, or other categories."
2180,8acc0c95d4cb14f2,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses an issue in the query planner's handling of OR clauses and ScalarArrayOp index conditions, which could lead to incorrect query execution or invalid expressions, directly impacting result accuracy."
2183,26531523d79aa172,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses an issue where the parallel GIN index build used an incorrect ordering function, potentially leading to invalid indexes or failures, which directly impacts query results and planner behavior."
